country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Mongolia,MNG,955505,982178,1011324,1042383,1074514,1107124,1139961,1173191,1207104,1242214,1278825,1317050,1356670,1397304,1438425,1479651,1520865,1562209,1603906,1646291,1689622,1733475,1777727,1823216,1871090,1921881,1976309,2033343,2089714,2141008,2184145,2217918,2243502,2263200,2280496,2298039,2316567,2335695,2355590,2376162,2397436,2419776,2443659,2469286,2496832,2526446,2558012,2591670,2628131,2668289,2712650,2761516,2814226,2869107,2923896,2976877,3027398,3075647,3121772,3166244,3209404,3251146,3291243,3329746,3366713,3402258,3436417,3469237,3500845,3531367,3560959,3589666,3617577,3644860,3671639,3698058,3724192,3750086,3775810,3801444,3827004,3852533,3878009,3903436,3928776,3953993,3979071,4003931,4028415,4052289,4075382,4097631,4119011,4139399,4158677,4176784,4193675,4209378,4223951,4237501,4250134,4261890,4272802,4283032,4292699,4301957,4310875,4319524,4327975,4336331,4344680,4353050,4361488,4370038,4378742,4387607,4396664,4405876,4415221,4424628,4434048,4443444,4452780,4461968,4470909,4479504,4487718,4495515,4502814,4509552,4515683,4521151,4525952,4530079,4533543,4536345,4538500,4540006,4540876,4541128,4540768
Montenegro,MNE,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622471,629219,629355,629397,629333,629161,628893,628538,628109,627604,627007,626336,625567,624702,623740,622684,621529,620268,618895,617415,615826,614140,612352,610465,608495,606436,604296,602092,599832,597519,595156,592767,590346,587899,585445,582970,580479,577982,575466,572937,570389,567834,565249,562639,560001,557321,554622,551875,549098,546285,543431,540546,537626,534678,531713,528725,525718,522697,519659,516631,513597,510562,507538,504507,501496,498490,495506,492540,489588,486673,483784,480919,478085,475264,472474,469711,466985,464287,461628,459004,456431,453890,451404,448946
Morocco,MAR,12328532,12710547,13094818,13478232,13857142,14229044,14593284,14950803,15302947,15651924,16000008,16347198,16695003,17049165,17416964,17803698,18210754,18636977,19081718,19543347,20019847,20511601,21016818,21528502,22037610,22537376,23023935,23497766,23961820,24421191,24879136,25336862,25791494,26237417,26667048,27075232,27460603,27825901,28175263,28514798,28849621,29181832,29512368,29843937,30179285,30521070,30869346,31225881,31596855,31989897,32409639,32858823,33333789,33824769,34318082,34803322,35276786,35739580,36191805,36635156,37070718,37497502,37913853,38319726,38715278,39100641,39475653,39840140,40194377,40538760,40873592,41198982,41514923,41821531,42118916,42407174,42686376,42956584,43217848,43470212,43713705,43948376,44174242,44391255,44599334,44798428,44988495,45169567,45341733,45505144,45659886,45805999,45943390,46071868,46191168,46301091,46401590,46492706,46574431,46646783,46709789,46763520,46808017,46843318,46869492,46886622,46894856,46894398,46885418,46868159,46842859,46809734,46769099,46721407,46667174,46606862,46540786,46469235,46392582,46311228,46225536,46135753,46042110,45944829,45844109,45740112,45633054,45523049,45410082,45294028,45174846,45052593,44927413,44799512,44669090,44536323,44401349,44264249,44125042,43983706,43840152
Mozambique,MOZ,7388695,7541325,7699139,7862072,8030025,8203076,8381455,8565674,8756481,8954809,9161534,9375144,9595762,9827580,10076172,10344494,10632932,10936936,11248046,11554979,11848331,12133074,12409243,12657708,12853780,12984405,13034385,13020861,13002553,13059613,13247649,13591970,14071231,14636995,15217044,15759132,16248232,16701351,17136780,17584869,18067687,18588758,19139658,19716598,20312705,20923070,21547463,22188387,22846758,23524063,24221405,24939005,25676606,26434372,27212382,28010691,28829476,29668834,30528673,31408823,32309195,33229664,34170326,35131420,36113311,37116198,38139962,39184310,40249062,41333970,42438703,43562982,44706339,45867925,47046694,48241764,49452538,50678580,51919357,53174368,54443113,55725109,57019852,58326750,59645171,60974587,62314434,63664382,65024388,66394596,67774943,69165064,70564323,71972177,73387971,74811033,76240848,77676782,79117963,80563416,82012248,83463708,84917172,86372067,87827896,89284091,90739999,92194876,93647846,95097992,96544446,97986459,99423388,100854703,102279941,103698559,105109892,106513216,107907750,109292718,110667324,112031010,113383121,114722716,116048774,117360436,118656904,119937789,121203151,122453334,123688395,124907963,126111280,127297364,128465185,129613774,130742318,131850200,132936977,134002393,135046350
Myanmar,MMR,20986123,21438025,21898020,22371902,22867741,23391145,23944178,24524548,25128116,25748643,26381431,27024985,27680144,28347341,29027734,29721967,30428034,31144324,31872230,32613888,33369712,34139130,34917895,35697943,36468888,37222296,37957332,38673241,39362142,40014862,40626250,41190156,41711465,42209778,42712223,43237792,43793310,44371525,44959935,45539435,46095462,46627994,47140220,47624894,48073707,48482614,48846474,49171586,49479752,49800690,50155896,50553031,50986514,51448196,51924182,52403669,52885223,53370609,53855735,54336138,54808276,55269360,55718363,56155777,56583190,57001494,57410076,57807267,58191691,58561681,58915869,59253608,59574526,59878046,60163634,60430924,60679668,60909763,61121240,61314273,61489087,61645839,61784917,61907117,62013477,62104926,62181952,62245035,62294981,62332686,62358925,62374238,62379013,62373669,62358529,62333901,62300107,62257417,62205983,62145919,62077306,62000373,61915211,61821691,61719532,61608616,61488992,61360902,61224537,61080194,60928109,60768582,60601832,60428054,60247398,60060141,59866599,59667263,59462718,59253637,59040660,58824267,58604952,58383428,58160515,57936924,57713106,57489467,57266515,57044754,56824585,56606320,56390154,56176218,55964583,55755264,55548274,55343589,55141131,54940855,54742635
Namibia,NAM,602544,617277,632654,648661,665282,682551,700341,718685,737886,758377,780384,804157,829441,855380,880785,904839,927503,949193,970258,991226,1012672,1034264,1056366,1081081,1111132,1148302,1193592,1245990,1302741,1359933,1414692,1465740,1513721,1559983,1606718,1655359,1706489,1758994,1810566,1858042,1899257,1933596,1962147,1986535,2009228,2032196,2055734,2079915,2106375,2137040,2173170,2215621,2263934,2316520,2370992,2425561,2479713,2533794,2587801,2641996,2696537,2751250,2805929,2860593,2915328,2970214,3025227,3080309,3135433,3190562,3245659,3300706,3355713,3410697,3465693,3520740,3575822,3630913,3686025,3741170,3796319,3851464,3906576,3961602,4016467,4071137,4125552,4179673,4233426,4286726,4339498,4391685,4443257,4494144,4544296,4593670,4642203,4689879,4736685,4782611,4827642,4871775,4914977,4957238,4998528,5038818,5078124,5116421,5153719,5190006,5225301,5259594,5292874,5325157,5356456,5386772,5416117,5444487,5471873,5498259,5523643,5548019,5571399,5593806,5615248,5635746,5655318,5673957,5691670,5708475,5724364,5739346,5753430,5766616,5778923,5790355,5800912,5810613,5819444,5827420,5834532
Nauru,NRU,4433,4676,4948,5228,5500,5740,5933,6103,6237,6371,6496,6617,6743,6863,6972,7068,7150,7232,7309,7397,7488,7592,7717,7854,8005,8173,8353,8554,8755,8954,9155,9348,9546,9719,9857,9969,10029,10057,10046,10040,10037,10052,10080,10106,10126,10114,10071,10002,9947,9945,10025,10057,10279,10821,11853,12475,13049,13649,11312,11260,11227,11222,11232,11261,11291,11326,11351,11381,11407,11429,11454,11473,11494,11507,11519,11527,11531,11532,11532,11527,11522,11518,11507,11491,11481,11461,11441,11415,11397,11363,11337,11307,11272,11244,11207,11176,11138,11100,11062,11024,10979,10942,10905,10861,10818,10787,10743,10703,10660,10623,10578,10535,10499,10453,10408,10373,10329,10287,10244,10206,10160,10123,10075,10041,9996,9956,9913,9871,9824,9783,9742,9698,9659,9611,9576,9529,9489,9444,9401,9363,9321
Nepal,NPL,10063011,10221759,10384204,10552267,10728197,10913724,11109884,11316826,11534264,11761473,11997929,12243768,12499429,12764957,13040404,13325814,13621110,13926260,14241403,14566691,14902163,15249010,15607236,15974420,16347242,16723956,17101136,17480921,17873667,18293514,18749406,19245054,19773772,20321175,20867130,21396384,21903379,22389803,22856305,23305994,23740911,24161777,24566342,24950623,25309449,25640287,25940618,26214847,26475859,26741103,27023137,27327147,27649925,27985310,28323241,28656282,28982771,29304998,29624035,29942018,30260244,30578436,30894880,31207746,31514634,31813598,32103873,32385155,32656655,32917661,33167612,33406080,33632919,33848358,34052872,34246881,34430403,34603532,34767002,34921735,35068441,35207453,35338774,35462390,35578124,35685878,35785655,35877547,35961620,36037966,36106578,36167470,36220469,36265205,36301194,36328047,36345630,36353895,36352703,36341908,36321446,36291214,36251204,36201517,36142282,36073652,35995713,35908486,35811972,35706127,35590988,35466633,35333305,35191242,35040774,34882203,34715786,34541792,34360390,34171798,33976255,33774093,33565725,33351588,33132159,32907932,32679353,32446871,32211060,31972567,31731982,31489823,31246589,31002712,30758636,30514805,30271732,30029930,29789953,29552411,29317902
Netherlands,NLD,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17132854,17084459,17132908,17181248,17229539,17277608,17324898,17370682,17414354,17455642,17494467,17530600,17563860,17594086,17621144,17644902,17665116,17681583,17694135,17702746,17707499,17708529,17706050,17700286,17691337,17679383,17664805,17648060,17629558,17609532,17588146,17565590,17542008,17517575,17492481,17466923,17441030,17414949,17388808,17362724,17336844,17311379,17286562,17262566,17239474,17217309,17196140,17176000,17156907,17138837,17121740,17105458,17089783,17074532,17059623,17044963,17030283,17015282,16999718,16983464,16966512,16948832,16930430,16911331,16891525,16871009,16849905,16828368,16806546,16784478,16762195,16739807,16717430,16695179,16673072,16651148,16629385,16607749,16586218,16564777,16543389,16522069,16500797,16479579
New Caledonia,NCL,79000,81200,83400,85700,88100,90500,93500,96500,99500,104000,112000,120000,125500,128500,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550,280460,279821,283376,286913,290425,293928,297409,300865,304312,307727,311115,314478,317814,321102,324366,327579,330757,333882,336977,340013,342997,345934,348824,351664,354449,357188,359877,362528,365137,367695,370220,372700,375126,377509,379828,382100,384325,386500,388629,390713,392754,394753,396704,398613,400479,402291,404073,405817,407512,409174,410797,412378,413915,415411,416866,418269,419636,420950,422212,423424,424591,425696,426751,427748,428688,429576,430412,431197,431925,432616,433252,433851,434414,434933,435426,435878,436304,436700,437068,437406,437717,438015,438278,438530
New Zealand,NZL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4749598,4792409,4834420,4875597,4915867,4955332,4994118,5032308,5069935,5106966,5143276,5178697,5213103,5246463,5278812,5310141,5340456,5369785,5398105,5425446,5451869,5477418,5502172,5526157,5549377,5571878,5593698,5614865,5635424,5655378,5674724,5693427,5711484,5728914,5745753,5762018,5777777,5793036,5807850,5822223,5836243,5849983,5863519,5876867,5890032,5903078,5916000,5928830,5941566,5954196,5966689,5978998,5991081,6002915,6014474,6025664,6036399,6046587,6056223,6065263,6073650,6081294,6088163,6094216,6099502,6104076,6108037,6111497,6114463,6116969,6119095,6120935,6122565,6124036,6125356,6126539,6127570,6128438,6129170,6129746,6130199,6130549,6130830
Nicaragua,NIC,1774699,1830400,1886562,1943590,2002119,2062630,2125240,2189882,2256782,2326139,2398096,2472656,2549774,2629505,2711848,2796746,2884155,2973806,3065117,3157355,3249910,3342669,3435525,3527939,3619253,3709091,3796917,3882943,3968454,4055265,4144565,4236801,4331277,4426580,4520725,4612228,4700779,4786640,4869626,4949660,5026796,5100750,5171734,5240879,5309703,5379328,5450211,5522106,5594506,5666581,5737723,5807820,5877108,5945747,6013997,6082035,6149928,6217581,6284757,6351157,6416568,6480807,6543976,6606538,6669148,6732197,6795865,6859844,6923479,6985855,7046293,7104547,7160711,7214922,7267426,7318402,7367826,7415579,7461640,7505967,7548564,7589404,7628478,7665776,7701261,7734905,7766705,7796656,7824783,7851133,7875742,7898588,7919675,7938967,7956431,7972045,7985792,7997667,8007648,8015730,8021897,8026139,8028462,8028851,8027281,8023752,8018276,8010877,8001560,7990359,7977292,7962383,7945705,7927297,7907264,7885667,7862559,7838024,7812129,7784974,7756639,7727199,7696722,7665300,7633006,7599929,7566133,7531686,7496654,7461095,7425055,7388596,7351765,7314609,7277184,7239517,7201653,7163618,7125450,7087182,7048824
Niger,NER,3388764,3486295,3588156,3693866,3802640,3913934,4027758,4144395,4263745,4385758,4510479,4637829,4768078,4902006,5040656,5184811,5334918,5490921,5652355,5818506,5988904,6164006,6344382,6529894,6720344,6915927,7116744,7323969,7540253,7768995,8012861,8272976,8549424,8842415,9151763,9477333,9819964,10180061,10556549,10947829,11352973,11771976,12206002,12656870,13127012,13618449,14132064,14668338,15228525,15813913,16425578,17064636,17731634,18426372,19148219,19896965,20672987,21477348,22311375,23176691,24074693,25006169,25971630,26971755,28007201,29078590,30186498,31331492,32514050,33734605,34993540,36291212,37627934,39004045,40419822,41875504,43371196,44906971,46482854,48098857,49754920,51450899,53186599,54961679,56775732,58628306,60518972,62447295,64412836,66415162,68453727,70527898,72636918,74779976,76956138,79164493,81404054,83673874,85972999,88300450,90655175,93036234,95442360,97871780,100322396,102792433,105280267,107784956,110306303,112844493,115399229,117969699,120554078,123149782,125753678,128363138,130976440,133592705,136211245,138831703,141453500,144075492,146696188,149314230,151928227,154536803,157138734,159732857,162317853,164892401,167455204,170005059,172540800,175061320,177565522,180052321,182520629,184969324,187397293,189803421,192186560
Nigeria,NGA,45137812,46062905,47029140,48032246,49066059,50127214,51217359,52341834,53505978,54716735,55981400,57295210,58662603,60110433,61673559,63373572,65226229,67215805,69293550,71391290,73460724,75482552,77472907,79462277,81497739,83613300,85818502,88101628,90450281,92844353,95269988,97726323,100221563,102761737,105355783,108011465,110732904,113522705,116385750,119327073,122352009,125463434,128666710,131972533,135393616,138939478,142614094,146417024,150347390,154402181,158578261,162877076,167297284,171829303,176460502,181181744,185989640,190886311,195875237,200962417,206152701,211446673,216844136,222348372,227963272,233691888,239535182,245493375,251567630,257758923,264067527,270493005,277033906,283687937,290452075,297323173,304298813,311376130,318550761,325817659,333172092,340610467,348129233,355723613,363388543,371119359,378911776,386762397,394668494,402627873,410637868,418695576,426796967,434936945,443109787,451310617,459535453,467781971,476049060,484336507,492643358,500966325,509301590,517646987,526000450,534359116,542719689,551077258,559425224,567755913,576062295,584339740,592583932,600788687,608947469,617054577,625105166,633095697,641023567,648886930,656683661,664410278,672063181,679640045,687138861,694557237,701892652,709141675,716299957,723362600,730325352,737184974,743939102,750585940,757123861,763551079,769865547,776064860,782146230,788106542,793942316
Northern Mariana Islands,MNP,10035,10302,10499,10667,10857,11105,11435,11823,12257,12691,13127,13569,14040,14492,14859,15117,15234,15251,15372,15862,16920,18604,20856,23503,26302,29092,31802,34480,37134,39808,42538,45249,47919,50602,53380,56278,59364,62528,65474,67755,69094,69388,68763,67422,65663,63744,61688,59513,57431,55674,54424,53786,53718,54036,54468,54816,55023,55144,55194,55246,55347,55471,55622,55765,55913,56071,56236,56380,56535,56664,56775,56863,56924,56954,56951,56914,56846,56737,56588,56407,56190,55939,55642,55324,54981,54599,54201,53784,53354,52916,52469,52015,51556,51114,50664,50233,49812,49401,49019,48639,48280,47946,47636,47336,47060,46802,46565,46349,46138,45929,45742,45555,45365,45176,44981,44769,44556,44327,44081,43807,43530,43225,42896,42556,42189,41808,41415,41002,40579,40143,39713,39280,38852,38425,37994,37587,37176,36781,36409,36052,35716
